filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
 Cleo_V1-0139_detected,48.038,66.796,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0140,43.791,62.005,MEDIUM LONG SHOT,229.93,26.56,-0.081,-0.635,734.259,6515.496,1.133,0.697,4673593.0,,-0.448,-0.996,", TILT"
 Cleo_V1-0140_detected,43.698,62.092,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0141,44.876,83.761,MEDIUM LONG SHOT,94.016,0.002,-1.56,-0.397,2119599.0,17863472.0,-13.941,11.039,9983443.0,,-0.568,0.063,STATIC
 Cleo_V1-0141_detected,44.769,83.688,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0142,39.851,55.982,UNKNOWN,977.009,14.838,-1.12,0.314,82142.578,1569.24,-4.25,7.384,11891377.0,,-1.04,0.984,"HANDHELDPAN, TILT"
 Cleo_V1-0143,41.612,60.658,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0143_detected,41.505,61.008,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0144,36.915,69.105,MEDIUM LONG SHOT,0.024,,0.006,-0.003,0.024,,0.006,-0.003,48780160.0,,1.737,-0.63,STATIC
 Cleo_V1-0144_detected,36.725,69.117,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0145,37.487,53.781,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0145_detected,38.033,54.198,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0146,41.256,64.713,MEDIUM CLOSE-UP,249.718,0.0,4.053,-3.47,249.718,0.0,4.053,-3.47,103158.609,,4.781,-0.806,STATIC
 Cleo_V1-0146_detected,41.49,64.88,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0147,62.499,79.906,MEDIUM LONG SHOT,14.489,,-0.555,0.891,13.801,,-0.158,-0.022,188.699,,-0.375,0.834,STATIC
 Cleo_V1-0147_detected,62.576,80.087,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0148,58.184,75.981,MEDIUM LONG SHOT,,,,,,,,,2600345.25,,0.584,-0.057,", PAN"
 Cleo_V1-0148_detected,58.271,76.235,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0149,51.218,66.977,LONG SHOT,234.866,,0.202,-0.096,2516.871,,0.386,0.15,415127.875,,0.917,-0.01,STATIC
 Cleo_V1-0149_detected,51.296,67.185,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0150,66.99,87.226,MEDIUM LONG SHOT,,,,,,,,,714439.125,,-4.38,1.364,", PAN, TILT"
 Cleo_V1-0150_detected,66.671,86.943,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0151,37.964,75.62,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0151_detected,38.157,75.874,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0152,,,,,,,,,,,,,,,,
 Cleo_V1-0153,41.068,90.11,MEDIUM LONG SHOT,51.528,0.069,-0.395,-0.021,53.403,2.796,-0.212,0.022,6829269.5,,-0.003,-0.005,STATIC
 Cleo_V1-0153_detected,41.11,90.252,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0154,45.702,62.034,MEDIUM LONG SHOT,102.032,11.927,0.072,-0.049,1449987.625,17506566.0,-4.695,2.41,16320401.0,,0.031,0.001,STATIC
 Cleo_V1-0154_detected,45.73,62.129,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0155,,,,,,,,,,,,,,,,
 Cleo_V1-0156,47.124,48.872,MEDIUM CLOSE-UP,,,,,,,,,15499158.0,,-0.057,-0.585,"HANDHELD, TILT"
 Cleo_V1-0156_detected,47.503,49.369,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0157,46.081,90.283,MEDIUM CLOSE-UP,,,,,,,,,6425497.0,,0.485,0.157,", PAN"
 Cleo_V1-0157_detected,46.13,90.533,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0158,48.469,98.442,MEDIUM LONG SHOT,136.772,,-1.941,0.708,2437.829,,-1.204,-1.569,46892464.0,,-1.286,0.533,STATIC
 Cleo_V1-0158_detected,48.522,98.552,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0159,71.671,97.143,MEDIUM LONG SHOT,1215.487,,3.283,-0.405,5419.356,,0.636,-1.373,1511.015,,1.154,-0.163,STATIC
 Cleo_V1-0159_detected,71.584,97.279,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0160,55.828,76.284,MEDIUM LONG SHOT,100.307,,-0.233,0.176,105.297,,0.11,0.131,4766449.5,,-0.056,-0.235,STATIC
 Cleo_V1-0160_detected,55.71,76.298,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0161,65.882,86.897,MEDIUM CLOSE-UP,579.772,,1.381,-1.155,455.78,,-0.005,-0.13,19166672.0,,1.383,-0.729,STATIC
 Cleo_V1-0161_detected,65.872,87.078,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0162,60.488,72.783,MEDIUM LONG SHOT,,,,,,,,,4301706.0,,1.465,0.159,", PAN"
 Cleo_V1-0162_detected,60.606,72.944,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0163,55.562,68.101,LONG SHOT,86.627,30.393,0.344,0.021,94.304,108.826,0.13,0.011,3535293.5,,0.063,0.01,PAN
 Cleo_V1-0163_detected,55.351,68.188,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0164,38.515,33.642,MEDIUM LONG SHOT,,,,,,,,,38029784.0,,-8.824,0.275,"HANDHELD, PAN, TILT"
 Cleo_V1-0164_detected,38.543,33.819,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0165,43.716,82.565,MEDIUM CLOSE-UP,,,,,,,,,28429276.0,,6.852,1.766,"HANDHELD, PAN, TILT"
 Cleo_V1-0165_detected,43.804,82.863,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0166,57.224,73.087,MEDIUM LONG SHOT,19.952,0.004,-0.001,0.048,32.003,304.649,-0.006,-0.031,299256.594,,-0.024,-0.007,STATIC
 Cleo_V1-0166_detected,57.317,73.223,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0167,60.093,89.849,MEDIUM CLOSE-UP,41.554,9.749,0.114,-0.066,83.709,102.299,-0.301,-0.085,4076118.5,,0.511,0.035,STATIC
 Cleo_V1-0167_detected,60.112,90.082,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0168,49.777,75.661,MEDIUM CLOSE-UP,592.219,,-1.559,-0.592,3437541.75,,-4.459,-23.282,3597481.25,,-0.692,0.32,STATIC
 Cleo_V1-0168_detected,49.912,75.96,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0169,55.052,94.32,MEDIUM LONG SHOT,97.453,44.004,0.752,-0.033,344.312,3421.749,0.665,-0.216,2965686.0,,0.334,0.027,PAN
 Cleo_V1-0169_detected,55.092,94.492,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0170,52.124,88.116,MEDIUM CLOSE-UP,17.991,50.102,-0.889,0.093,68.018,429.681,0.61,-0.258,5410276.0,,-0.211,-0.204,PAN
 Cleo_V1-0170_detected,52.194,88.242,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0171,51.128,91.411,MEDIUM CLOSE-UP,288.221,,0.02,-0.231,11124.367,,-0.043,-10.542,287608.531,,1.13,-0.53,STATIC
 Cleo_V1-0171_detected,51.212,91.741,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0172,41.379,57.107,CLOSE-UP,,,,,,,,,76923688.0,,-14.468,-0.54,"HANDHELD, PAN, TILT"
 Cleo_V1-0172_detected,41.677,57.363,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0173,52.46,65.546,LONG SHOT,17.4,1.604,-0.151,-0.081,17.348,1.989,-0.135,-0.076,165841.156,,-0.036,-0.03,STATIC
 Cleo_V1-0173_detected,52.569,65.665,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0174,38.99,67.793,MEDIUM LONG SHOT,,,,,,,,,5976977.5,,-0.576,0.605,", PAN, TILT"
 Cleo_V1-0174_detected,38.908,67.901,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0175,63.211,73.111,CLOSE-UP,0.331,0.994,0.017,0.006,0.228,1.019,0.009,-0.001,392545.781,,0.084,-0.0,STATIC
 Cleo_V1-0175_detected,63.383,73.559,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0176,42.2,68.878,MEDIUM CLOSE-UP,595.219,,1.23,1.813,595.219,,1.23,1.813,1602428.25,,0.35,0.121,STATIC
 Cleo_V1-0176_detected,42.282,69.0,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0177,46.721,88.126,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0177_detected,46.5,88.115,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0178,53.339,98.734,CLOSE-UP,12.851,,0.081,-0.003,12.851,,0.081,-0.003,14757083.0,,-0.117,-0.054,STATIC
 Cleo_V1-0178_detected,53.417,98.979,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0179,48.999,44.601,CLOSE-UP,35.375,,0.041,0.198,44.028,,-0.051,-0.081,3679341.25,,0.001,0.045,STATIC
 Cleo_V1-0179_detected,49.419,44.906,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0180,84.19,88.633,MEDIUM LONG SHOT,,,,,,,,,5114741.0,,-1.082,0.108,", PAN"
 Cleo_V1-0180_detected,84.184,88.771,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0181,44.632,95.381,MEDIUM LONG SHOT,328.644,,3.74,-0.352,694.062,,0.225,-0.704,3327542.75,,4.539,0.197,STATIC
 Cleo_V1-0181_detected,44.702,95.542,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0182,51.275,76.039,MEDIUM LONG SHOT,64.054,,-0.469,-0.06,286.363,,1.577,-0.096,22309728.0,,1.323,-0.106,STATIC
 Cleo_V1-0182_detected,51.252,76.04,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0183,66.727,50.968,MEDIUM LONG SHOT,0.286,,0.089,0.186,0.022,,-0.0,-0.001,41838.48,,0.094,0.156,STATIC
 Cleo_V1-0183_detected,66.857,51.159,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0184,,,,,,,,,,,,,,,,
 Cleo_V1-0185,,,,,,,,,,,,,,,,
 Cleo_V1-0186,71.654,89.868,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0186_detected,71.708,90.059,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0187,63.042,47.218,MEDIUM CLOSE-UP,183.191,,-0.163,-2.463,190.984,,-0.064,-2.289,24779.275,,0.054,-0.554,STATIC
 Cleo_V1-0187_detected,63.235,47.469,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0188,58.105,86.84,MEDIUM CLOSE-UP,1.165,0.126,0.297,-0.11,1.213,0.056,0.112,-0.002,445794.031,,0.479,0.02,STATIC
 Cleo_V1-0188_detected,58.146,87.003,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0189,53.722,89.067,MEDIUM LONG SHOT,71.468,43.894,0.652,-0.312,137.048,38.729,0.224,-0.502,406705.469,,0.005,0.017,"PAN, TILT"
 Cleo_V1-0189_detected,53.752,89.179,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0190,60.095,91.551,MEDIUM LONG SHOT,1.3,0.154,-0.021,0.048,1.37,0.046,-0.148,0.067,11148.305,,0.023,-0.061,STATIC
 Cleo_V1-0190_detected,60.142,91.707,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0191,78.905,104.547,MEDIUM LONG SHOT,1138.423,,4.509,2.188,2572.461,,-4.025,1.901,12988224.0,,8.221,-0.002,STATIC
 Cleo_V1-0191_detected,78.881,104.785,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0192,44.525,60.673,MEDIUM CLOSE-UP,,,,,,,,,4244285.5,,-1.837,0.162,", PAN"
 Cleo_V1-0192_detected,44.759,61.018,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0193,15.613,18.478,MEDIUM LONG SHOT,220.009,,0.694,0.515,13820.907,,3.634,2.011,33526310.0,,0.804,0.686,STATIC
 Cleo_V1-0193_detected,16.308,18.803,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0194,35.271,51.796,LONG SHOT,,,,,,,,,40660996.0,,-6.959,-0.578,"HANDHELD, PAN, TILT"
 Cleo_V1-0194_detected,35.461,51.909,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0195,38.675,44.838,UNKNOWN,,,,,,,,,43994048.0,,-1.731,-0.122,"HANDHELD, PAN"
 Cleo_V1-0196,47.449,72.858,MEDIUM CLOSE-UP,,,,,,,,,71882840.0,,2.076,0.792,"HANDHELD, PAN, TILT"
 Cleo_V1-0196_detected,47.602,73.016,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0197,57.697,60.264,MEDIUM LONG SHOT,24.623,0.829,-0.258,-0.488,25.292,0.122,0.217,-0.102,2889.682,,-0.372,-0.37,STATIC
 Cleo_V1-0197_detected,57.88,60.58,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0198,39.642,45.642,MEDIUM LONG SHOT,168.03,,-6.802,2.672,26770.061,,7.168,1.658,147302016.0,,-2.877,1.565,STATIC
 Cleo_V1-0198_detected,39.676,46.088,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0199,56.557,58.311,MEDIUM LONG SHOT,374.102,,-4.177,0.076,376.322,,-2.888,0.417,54277980.0,,-0.061,-0.503,STATIC
 Cleo_V1-0199_detected,56.678,58.464,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0200,35.407,36.225,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0200_detected,35.866,36.473,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0201,25.176,41.85,UNKNOWN,291.545,,1.108,1.581,375.823,,0.594,0.528,72624176.0,,0.015,2.433,STATIC
 Cleo_V1-0202,58.559,57.744,MEDIUM CLOSE-UP,,,,,,,,,1964067456.0,,16.54,9.838,"HANDHELD, PAN, TILT"
 Cleo_V1-0202_detected,58.728,57.924,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0203,28.691,50.26,EXTREME CLOSE-UP,,,,,,,,,3178970624.0,,1.665,8.51,"HANDHELD, PAN, TILT"
 Cleo_V1-0203_detected,29.214,50.583,EXTREME CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0204,49.351,57.564,MEDIUM CLOSE-UP,992.313,,-2.005,-2.097,17922.059,,6.626,-3.353,2708123.5,,-0.761,0.041,STATIC
 Cleo_V1-0204_detected,49.626,57.782,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0205,52.371,52.172,MEDIUM CLOSE-UP,38.49,0.718,1.114,-0.228,39.297,0.601,-0.037,-0.266,56.899,,1.148,0.245,STATIC
 Cleo_V1-0205_detected,52.61,52.373,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0206,,,,,,,,,,,,,,,,
 Cleo_V1-0207,48.918,55.543,CLOSE-UP,62.042,,-1.223,-1.051,62.042,,-1.223,-1.051,25251114.0,,-0.471,-0.577,STATIC
 Cleo_V1-0207_detected,49.231,55.959,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0208,42.49,42.98,MEDIUM LONG SHOT,3416.731,,-2.585,-4.436,503204640.0,,-40.918,-18.578,978267328.0,,0.956,0.919,STATIC
 Cleo_V1-0208_detected,42.804,43.183,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0209,,,,,,,,,,,,,,,,
 Cleo_V1-0210,33.124,39.141,CLOSE-UP,5.402,,-2.321,1.139,5.402,,-2.321,1.139,94151.578,,-1.475,1.697,STATIC
 Cleo_V1-0210_detected,33.754,39.53,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0211,47.666,54.602,MEDIUM LONG SHOT,147.646,,-0.618,-1.816,160.82,,0.215,-0.282,2077414.25,,-0.536,-1.526,STATIC
 Cleo_V1-0211_detected,47.867,54.756,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0212,,,,,,,,,,,,,,,,
 Cleo_V1-0213,34.493,55.745,CLOSE-UP,13811.945,,3.93,-1.244,14845.247,,-14.722,-3.308,392039488.0,,13.512,1.73,STATIC
 Cleo_V1-0213_detected,34.982,56.106,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0214,39.508,32.341,EXTREME LONG SHOT,,,,,,,,,57435892.0,,-11.783,2.189,"HANDHELD, PAN, TILT"
 Cleo_V1-0214_detected,39.654,32.488,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0215,53.126,71.12,EXTREME LONG SHOT,426.299,,-3.779,2.519,4874.255,,2.893,-0.359,25471932.0,,-7.91,4.047,STATIC
 Cleo_V1-0215_detected,52.986,71.056,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0216,52.239,46.437,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0216_detected,51.833,46.237,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0217,40.55,35.403,MEDIUM LONG SHOT,,,,,,,,,6850015.0,,1.249,0.074,", PAN"
 Cleo_V1-0217_detected,40.396,35.455,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0218,52.88,44.335,MEDIUM CLOSE-UP,,,,,,,,,27944190.0,,2.112,1.774,"HANDHELD, PAN, TILT"
 Cleo_V1-0218_detected,53.148,44.58,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0219,48.338,47.684,MEDIUM LONG SHOT,,,,,,,,,120481584.0,,21.763,7.185,"HANDHELD, PAN, TILT"
 Cleo_V1-0219_detected,48.633,47.966,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0220,,,,,,,,,,,,,,,,
 Cleo_V1-0221,39.567,50.527,MEDIUM LONG SHOT,448.24,480.217,-0.17,-1.798,448.24,480.217,-0.17,-1.798,61715132.0,,-0.85,-0.511,"HANDHELD, TILT"
 Cleo_V1-0221_detected,39.384,50.536,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0222,,,,,,,,,,,,,,,,
 Cleo_V1-0223,44.661,50.355,LONG SHOT,,,,,,,,,2016071.75,,10.16,1.931,", PAN, TILT"
 Cleo_V1-0223_detected,44.602,50.507,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0224,,,,,,,,,,,,,,,,
 Cleo_V1-0225,35.773,31.101,MEDIUM LONG SHOT,8686.672,,-5.566,-9.931,20256.879,,4.134,-17.559,121424672.0,,-17.431,-0.316,STATIC
 Cleo_V1-0225_detected,36.072,31.383,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0226,,,,,,,,,,,,,,,,
 Cleo_V1-0227,37.311,36.173,MEDIUM LONG SHOT,265.35,,-0.023,0.115,454.407,,-0.344,-0.413,55874632.0,,-1.152,-1.47,STATIC
 Cleo_V1-0227_detected,37.555,36.295,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0228,49.585,43.89,MEDIUM CLOSE-UP,66.458,,-0.398,0.092,66.599,,-0.288,0.112,6.349,,-0.101,0.011,STATIC
 Cleo_V1-0228_detected,49.876,44.104,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0229,52.17,43.803,LONG SHOT,135.436,,-0.561,-0.199,135.652,,-0.529,-0.129,13471590.0,,0.079,0.026,STATIC
 Cleo_V1-0229_detected,52.288,43.899,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0230,49.306,59.296,MEDIUM LONG SHOT,340.403,,0.006,-1.129,2176.278,,-0.504,-2.203,40547512.0,,0.046,0.033,STATIC
 Cleo_V1-0230_detected,49.478,59.514,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0231,31.907,40.678,MEDIUM LONG SHOT,2.378,0.48,-0.057,-0.044,2.378,0.48,-0.057,-0.044,10837.482,,0.007,-0.059,STATIC
 Cleo_V1-0231_detected,32.079,41.029,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0232,55.519,61.468,MEDIUM CLOSE-UP,8.857,,0.462,0.17,8.684,,-0.118,-0.038,8624789.0,,0.344,0.121,STATIC
 Cleo_V1-0232_detected,55.71,61.677,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0233,49.222,45.028,MEDIUM LONG SHOT,13.578,,0.358,0.197,18.499,,-0.03,-0.128,205812.078,,0.122,0.116,STATIC
 Cleo_V1-0233_detected,49.405,45.184,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0234,,,,,,,,,,,,,,,,
 Cleo_V1-0235,54.256,59.382,MEDIUM CLOSE-UP,2.252,0.632,-0.334,-0.209,1.719,0.516,0.012,0.017,111625.711,,-0.15,-0.108,STATIC
 Cleo_V1-0235_detected,54.258,59.647,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0236,,,,,,,,,,,,,,,,
 Cleo_V1-0237,33.134,34.684,MEDIUM CLOSE-UP,13.929,,-0.754,0.143,16.181,,0.107,-0.11,162884.188,,-0.52,-0.081,STATIC
 Cleo_V1-0237_detected,33.502,34.894,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0238,,,,,,,,,,,,,,,,
 Cleo_V1-0239,43.23,53.528,MEDIUM CLOSE-UP,3.037,4.701,-0.234,0.055,89.4,52.745,1.011,0.45,30.334,,-0.269,0.103,STATIC
 Cleo_V1-0239_detected,43.532,53.744,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0240,56.672,59.163,MEDIUM LONG SHOT,12.108,,-0.085,0.068,11.986,,0.041,0.008,2143504.75,,-0.016,-0.001,STATIC
 Cleo_V1-0240_detected,56.801,59.304,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0241,33.293,52.883,MEDIUM LONG SHOT,,,,,,,,,5690480.0,,4.987,0.052,", PAN"
 Cleo_V1-0241_detected,33.654,53.108,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0242,29.715,28.606,MEDIUM LONG SHOT,,,,,,,,,7382743.0,,19.968,2.227,", PAN, TILT"
 Cleo_V1-0242_detected,30.144,29.089,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0243,60.113,70.554,MEDIUM CLOSE-UP,,,,,,,,,39361600.0,,-0.151,0.601,"HANDHELD, TILT"
 Cleo_V1-0243_detected,60.257,70.799,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0244,57.47,65.823,MEDIUM CLOSE-UP,121.721,,-0.091,-0.241,123.261,,0.01,-0.201,9125804.0,,-0.071,-0.015,STATIC
 Cleo_V1-0244_detected,57.644,66.071,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0245,54.424,60.62,MEDIUM CLOSE-UP,,,,,,,,,12684999.0,,0.253,1.25,"HANDHELD, PAN, TILT"
 Cleo_V1-0245_detected,54.719,60.985,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0246,,,,,,,,,,,,,,,,
 Cleo_V1-0247,39.875,32.775,MEDIUM CLOSE-UP,,,,,,,,,247049648.0,,-16.58,0.598,"HANDHELD, PAN, TILT"
 Cleo_V1-0247_detected,40.262,33.069,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0248,49.647,47.661,MEDIUM LONG SHOT,438.618,,-4.959,1.272,778.601,,2.525,0.851,8393512.0,,-2.346,0.514,STATIC
 Cleo_V1-0248_detected,49.804,47.82,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0249,38.032,52.338,MEDIUM LONG SHOT,444.235,,1.784,-0.867,891.259,,3.652,0.22,4361106.0,,-4.166,0.695,STATIC
 Cleo_V1-0249_detected,38.115,52.482,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0250,,,,,,,,,,,,,,,,
 Cleo_V1-0251,29.752,49.987,LONG SHOT,,,,,,,,,235.988,,17.154,18.429,", PAN, TILT"
 Cleo_V1-0251_detected,29.635,49.923,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0252,46.604,51.257,MEDIUM LONG SHOT,71.377,,-3.301,-1.211,99.675,,0.384,-0.038,4172970.25,,-3.771,-1.085,STATIC
 Cleo_V1-0252_detected,46.788,51.402,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0253,48.126,47.728,CLOSE-UP,62.096,,-0.728,-1.768,637.984,,0.633,-1.162,2945961.5,,-0.531,-0.054,STATIC
 Cleo_V1-0253_detected,48.532,48.17,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0254,43.71,48.103,MEDIUM LONG SHOT,54.567,,1.236,0.041,54.567,,1.236,0.041,2458894.5,,-1.387,-0.635,STATIC
 Cleo_V1-0254_detected,43.873,48.207,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0255,,,,,,,,,,,,,,,,
 Cleo_V1-0256,44.57,59.6,MEDIUM LONG SHOT,,,,,,,,,4959619.5,,-4.994,0.1,", PAN"
 Cleo_V1-0256_detected,44.769,59.805,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0257,,,,,,,,,,,,,,,,
 Cleo_V1-0258,36.356,40.557,MEDIUM LONG SHOT,,,,,,,,,18845552.0,,-4.617,0.647,"HANDHELD, PAN, TILT"
 Cleo_V1-0258_detected,36.511,40.637,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0259,37.903,45.507,MEDIUM LONG SHOT,,,,,,,,,58460808.0,,1.733,9.254,"HANDHELD, PAN, TILT"
 Cleo_V1-0259_detected,37.834,45.603,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0260,38.25,53.547,MEDIUM LONG SHOT,,,,,,,,,69383208.0,,-6.357,-5.268,"HANDHELD, PAN, TILT"
 Cleo_V1-0260_detected,38.493,53.716,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0261,,,,,,,,,,,,,,,,
 Cleo_V1-0262,38.745,36.417,CLOSE-UP,1235.193,,0.469,4.173,29932.395,,-4.345,-16.354,189575680.0,,6.767,12.004,STATIC
 Cleo_V1-0262_detected,39.3,36.767,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0263,31.187,41.63,MEDIUM CLOSE-UP,0.418,0.713,-0.061,-0.043,7.838,27.401,0.073,-0.19,1622.766,,-0.041,-0.098,STATIC
 Cleo_V1-0263_detected,31.331,41.707,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0264,,,,,,,,,,,,,,,,
 Cleo_V1-0265,28.805,45.73,MEDIUM LONG SHOT,0.464,0.415,-0.084,-0.743,0.121,0.218,-0.008,0.017,509579.406,,-0.046,-0.664,STATIC
 Cleo_V1-0265_detected,29.679,46.246,CLOSE-UP,,,,,,,,,,,,,
